Data;Atsak_;IP adresas;Ar pritariate, kad  dr. J. Basanavi_iaus paminklas b_t_ pastatytas aikšt_je priešais Filharmonij_?;Ar pritariate, kad  dr. J. Basanavi_iaus paminklas b_t_ pastatytas K. Sirvydo skvere?
25/09/15 23:34;---;79.132.163.226;Pritariu;Neturiu nuomon_s
25/09/15 23:31;---;78.157.91.57;Pritariu;Nepritariu
25/09/15 23:08;---;193.219.88.198;Pritariu;Neturiu nuomon_s
25/09/15 22:42;---;78.56.6.214;Nepritariu;Pritariu
25/09/15 22:22;---;78.56.180.119;Nepritariu;Nepritariu
25/09/15 22:16;---;185.54.14.116;Pritariu;Neturiu nuomon_s
25/09/15 22:08;---;78.56.160.47;Neturiu nuomon_s;Pritariu
25/09/15 21:42;---;79.132.164.128;Pritariu;Pritariu
25/09/15 21:41;---;95.173.40.212;Nepritariu;Pritariu
25/09/15 21:34;---;78.56.105.85;Pritariu;Pritariu
25/09/15 21:29;---;78.60.193.85;Pritariu;Pritariu
25/09/15 21:23;---;5.20.138.74;Nepritariu;Pritariu
25/09/15 21:13;---;5.20.116.8;Pritariu;Nepritariu
25/09/15 21:04;---;154.46.113.100;Nepritariu;Nepritariu
25/09/15 20:57;---;78.61.218.35;Pritariu;Nepritariu
25/09/15 20:48;---;78.56.187.66;Neturiu nuomon_s;Pritariu
25/09/15 20:42;---;194.28.233.23;Pritariu;Nepritariu
25/09/15 20:26;---;5.20.177.175;Pritariu;Nepritariu
25/09/15 20:25;---;89.116.116.9;Pritariu;Nepritariu
25/09/15 20:24;---;78.60.157.147;Pritariu;Neturiu nuomon_s
25/09/15 20:05;---;78.56.101.191;Nepritariu;Pritariu
25/09/15 19:53;---;78.157.72.218;Nepritariu;Pritariu
25/09/15 19:50;---;78.56.200.3;Pritariu;Neturiu nuomon_s
25/09/15 19:17;---;78.60.230.121;Pritariu;Neturiu nuomon_s
25/09/15 19:12;---;84.240.19.222;Nepritariu;Pritariu
25/09/15 19:04;---;95.173.35.159;Nepritariu;Pritariu
25/09/15 18:46;---;78.56.126.132;Pritariu;Pritariu
25/09/15 18:39;---;88.119.159.213;Pritariu;Nepritariu
25/09/15 18:24;---;213.164.109.103;Nepritariu;Nepritariu
25/09/15 18:13;---;78.60.139.42;Nepritariu;Pritariu
25/09/15 18:11;---;78.60.32.99;Pritariu;Nepritariu
25/09/15 18:10;---;81.7.118.26;Pritariu;Pritariu
25/09/15 18:06;---;95.173.39.78;Nepritariu;Pritariu
25/09/15 18:06;---;5.20.129.5;Pritariu;Nepritariu
25/09/15 17:48;---;84.17.71.10;Nepritariu;Pritariu
25/09/15 17:47;---;5.20.165.98;Pritariu;Nepritariu
25/09/15 17:47;---;5.20.184.179;Pritariu;Pritariu
25/09/15 17:31;---;158.129.149.78;Pritariu;Neturiu nuomon_s
25/09/15 17:27;---;85.255.111.225;Nepritariu;Pritariu
25/09/15 17:22;---;78.61.205.163;Nepritariu;Nepritariu
25/09/15 17:13;---;78.56.37.191;Neturiu nuomon_s;Pritariu
25/09/15 17:11;---;88.119.193.206;Neturiu nuomon_s;Neturiu nuomon_s
25/09/15 17:05;---;78.56.70.91;Pritariu;Nepritariu
25/09/15 17:04;---;217.117.18.178;Pritariu;Pritariu
25/09/15 16:58;---;85.206.22.156;Nepritariu;Pritariu
25/09/15 16:53;---;78.60.183.129;Pritariu;Nepritariu
25/09/15 16:47;---;82.135.142.50;Pritariu;Nepritariu
25/09/15 16:46;---;213.197.132.238;Pritariu;Nepritariu
25/09/15 16:42;---;77.240.252.114;Pritariu;Nepritariu
25/09/15 16:25;---;217.117.18.139;Nepritariu;Pritariu
25/09/15 16:23;---;195.182.93.77;Nepritariu;Pritariu
25/09/15 16:17;---;178.236.205.212;Pritariu;Pritariu
25/09/15 16:17;---;78.61.201.98;Nepritariu;Nepritariu
25/09/15 16:13;---;158.129.152.186;Nepritariu;Pritariu
25/09/15 16:09;---;88.119.206.39;Pritariu;Neturiu nuomon_s
25/09/15 16:01;---;78.60.211.251;Neturiu nuomon_s;Pritariu
25/09/15 15:52;---;81.7.88.252;Nepritariu;Nepritariu
25/09/15 15:45;---;78.60.45.214;Neturiu nuomon_s;Pritariu
25/09/15 15:41;---;82.135.200.190;Nepritariu;Pritariu
25/09/15 15:41;---;78.56.188.124;Neturiu nuomon_s;Pritariu
25/09/15 15:26;---;93.93.57.87;Pritariu;Nepritariu
25/09/15 15:16;---;78.56.104.164;Pritariu;Neturiu nuomon_s
25/09/15 15:12;---;95.173.32.107;Pritariu;Nepritariu
25/09/15 15:08;---;213.197.135.242;Pritariu;Neturiu nuomon_s
25/09/15 15:06;---;193.219.11.145;Nepritariu;Pritariu
25/09/15 15:01;---;193.219.48.188;Pritariu;Pritariu
25/09/15 14:58;---;88.119.11.65;Pritariu;Nepritariu
25/09/15 14:50;---;82.135.214.249;Nepritariu;Nepritariu
25/09/15 14:47;---;195.14.173.170;Nepritariu;Nepritariu
25/09/15 14:40;---;78.56.155.225;Nepritariu;Pritariu
25/09/15 14:33;---;154.46.99.43;Pritariu;Pritariu
25/09/15 14:05;---;84.240.39.195;Pritariu;Neturiu nuomon_s
25/09/15 14:05;---;85.255.107.78;Pritariu;Nepritariu
25/09/15 14:04;---;84.15.118.140;Pritariu;Nepritariu
25/09/15 14:00;---;85.206.130.111;Pritariu;Nepritariu
25/09/15 13:56;---;213.197.148.150;Pritariu;Nepritariu
25/09/15 13:46;---;81.7.122.49;Pritariu;Nepritariu
25/09/15 13:42;---;195.182.83.67;Nepritariu;Nepritariu
25/09/15 13:41;---;78.56.36.149;Nepritariu;Pritariu
25/09/15 13:41;---;195.182.88.2;Pritariu;Pritariu
25/09/15 13:36;---;88.119.151.11;Pritariu;Nepritariu
25/09/15 13:34;---;77.240.251.226;Nepritariu;Pritariu
25/09/15 13:31;---;81.7.90.155;Nepritariu;Pritariu
25/09/15 13:26;---;88.223.53.166;Pritariu;Nepritariu
25/09/15 13:21;---;193.219.13.221;Pritariu;Nepritariu
25/09/15 13:20;---;88.216.168.65;Pritariu;Nepritariu
25/09/15 13:14;LUKAS BORUSEVI_IUS;193.219.57.42;Pritariu;Nepritariu
25/09/15 13:13;---;213.159.37.129;Pritariu;Neturiu nuomon_s
25/09/15 12:58;---;193.219.88.2;Nepritariu;Pritariu
25/09/15 12:55;---;195.182.69.58;Neturiu nuomon_s;Neturiu nuomon_s
25/09/15 12:54;---;193.219.11.83;Pritariu;Pritariu
25/09/15 12:51;---;89.190.109.84;Pritariu;Nepritariu
25/09/15 12:42;---;84.46.171.44;Nepritariu;Pritariu
25/09/15 12:31;---;195.182.67.8;Pritariu;Nepritariu
25/09/15 12:30;---;195.182.75.7;Pritariu;Neturiu nuomon_s
25/09/15 12:30;---;79.132.191.8;Pritariu;Nepritariu
25/09/15 12:25;---;185.23.49.47;Pritariu;Nepritariu
25/09/15 12:22;---;88.119.145.63;Nepritariu;Pritariu
25/09/15 12:18;---;84.15.186.91;Nepritariu;Pritariu
25/09/15 12:15;---;89.249.87.70;Pritariu;Nepritariu
25/09/15 12:12;---;195.182.66.5;Nepritariu;Pritariu
25/09/15 12:09;---;89.249.85.148;Pritariu;Neturiu nuomon_s
25/09/15 11:56;---;78.56.27.202;Pritariu;Neturiu nuomon_s
25/09/15 11:48;---;78.63.217.158;Pritariu;Nepritariu
25/09/15 11:45;---;89.249.85.210;Pritariu;Nepritariu
25/09/15 11:44;---;88.119.11.234;Nepritariu;Pritariu
25/09/15 11:43;---;78.56.106.212;Pritariu;Nepritariu
25/09/15 11:39;---;193.219.11.82;Pritariu;Nepritariu
25/09/15 11:38;---;5.20.149.74;Neturiu nuomon_s;Pritariu
25/09/15 11:22;---;88.119.145.21;Nepritariu;Pritariu
25/09/15 11:21;---;213.164.103.65;Nepritariu;Pritariu
25/09/15 11:16;---;82.135.204.188;Nepritariu;Nepritariu
25/09/15 11:16;---;78.60.234.18;Nepritariu;Nepritariu
25/09/15 11:12;---;79.133.244.41;Pritariu;Nepritariu
25/09/15 11:05;---;78.61.247.182;Pritariu;Nepritariu
25/09/15 11:03;---;195.182.66.90;Nepritariu;Pritariu
25/09/15 11:01;---;87.239.116.238;Pritariu;Nepritariu
25/09/15 10:56;---;88.216.169.99;Pritariu;Nepritariu
25/09/15 10:52;---;79.133.230.146;Pritariu;Neturiu nuomon_s
25/09/15 10:48;---;78.60.120.37;Nepritariu;Nepritariu
25/09/15 10:47;---;82.135.246.112;Pritariu;Nepritariu
25/09/15 10:29;---;213.197.168.110;Pritariu;Nepritariu
25/09/15 10:29;---;195.182.69.123;;Pritariu
25/09/15 10:27;---;78.60.68.122;Pritariu;Nepritariu
25/09/15 10:18;---;88.216.168.13;Pritariu;Nepritariu
25/09/15 10:14;---;78.56.135.215;Nepritariu;Pritariu
25/09/15 10:13;---;195.182.88.203;Neturiu nuomon_s;Pritariu
25/09/15 10:12;---;212.59.12.50;Pritariu;Neturiu nuomon_s
25/09/15 10:05;---;79.132.167.99;Pritariu;Nepritariu
25/09/15 09:58;---;213.164.103.185;Nepritariu;Pritariu
25/09/15 09:57;---;77.240.253.85;Pritariu;Nepritariu
25/09/15 09:53;---;82.135.201.18;Nepritariu;Nepritariu
25/09/15 09:52;---;78.60.194.70;Pritariu;Nepritariu
25/09/15 09:51;---;195.182.70.50;Nepritariu;Nepritariu
25/09/15 09:51;---;78.56.84.227;Pritariu;Nepritariu
25/09/15 09:51;---;86.38.236.162;Pritariu;Nepritariu
25/09/15 09:51;---;195.182.73.240;Pritariu;Neturiu nuomon_s
25/09/15 09:48;---;78.57.202.182;Pritariu;Nepritariu
25/09/15 09:46;---;193.41.197.248;Pritariu;Nepritariu
25/09/15 09:45;---;88.119.140.104;Pritariu;Pritariu
25/09/15 09:38;---;78.157.93.87;Nepritariu;Pritariu
25/09/15 09:38;---;195.43.136.30;Nepritariu;Pritariu
25/09/15 09:38;---;82.135.200.88;Pritariu;Nepritariu
25/09/15 09:36;---;195.14.189.46;Pritariu;Neturiu nuomon_s
25/09/15 09:36;---;88.118.134.153;Nepritariu;Pritariu
25/09/15 09:35;---;88.119.87.128;Pritariu;Neturiu nuomon_s
25/09/15 09:33;---;213.252.240.45;Nepritariu;Pritariu
25/09/15 09:32;---;193.219.12.239;Pritariu;Nepritariu
25/09/15 08:51;---;81.7.118.34;Pritariu;Neturiu nuomon_s
25/09/15 08:46;---;213.226.139.5;Nepritariu;Nepritariu
24/09/15 23:33;---;78.60.213.26;Pritariu;Pritariu
24/09/15 22:32;---;80.240.1.43;Neturiu nuomon_s;Pritariu
24/09/15 19:31;---;195.182.82.90;Pritariu;Nepritariu
24/09/15 18:38;---;78.60.233.181;Nepritariu;Pritariu
